No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
2727,Goose Egg,Protein,1 egg,143.89,20.28,18.77,1.95,257.67,1,0,0,0,0,0.25,Duplicate
2728,Canned Chicken,Protein,1 can,140.53,30.02,11.52,0.0,222.99,0,0,0,0,1,0.25,Duplicate
2729,Toast Cubes,Grains,1 cup,30.07,3.69,1.96,21.66,119.49,1,1,0,1,0,0.0,Duplicate
2730,Full-Fat Ricotta Cheese,Dairy,1 cup,125.17,13.79,15.94,3.88,215.82,0,0,0,0,0,1.0,Duplicate
2731,Hamour Fish (Grouper),Protein,Palm-sized portion,102.56,19.23,3.44,0.2,106.76,0,0,0,0,0,0.25,Duplicate
2732,Dried Egg,Protein,1 tsp,5.03,2.44,2.15,0.1,28.8,1,0,0,0,0,0.0,Duplicate
2733,Cooked Quail,Protein,Palm-sized portion,87.24,21.69,12.08,0.0,196.33,0,0,0,0,1,0.5,Duplicate
2734,Fried Egg,Protein,1 egg,44.74,6.44,6.99,0.4,88.76,1,0,0,0,0,0.25,Duplicate
2735,Tabbouleh,Vegetables,2 tbsp,28.79,1.0,2.01,1.95,28.37,0,0,0,0,1,0.75,Duplicate
2736,Pigeon without Skin,Protein,Palm-sized portion,85.87,14.75,6.24,0.0,116.02,0,0,0,0,0,1.0,Duplicate
2737,Soybean,Vegetables,1 cup,176.17,28.91,15.14,16.73,317.5,1,0,0,0,0,0.0,Duplicate
2738,Oatmeal Bread,Grains,1 small slice,27.09,2.25,1.23,13.43,75.59,1,1,0,1,0,0.75,Duplicate
2739,Sweet Potato,Vegetables,1 medium one,129.74,2.0,0.1,26.7,115.65,1,0,0,0,1,0.75,Duplicate
2740,Feta Cheese,Dairy,2 tbsp,28.03,3.91,5.86,1.12,71.9,0,0,0,0,0,0.5,Duplicate
2741,Rice Bran,Grains,1 cup,118.09,16.14,24.75,58.84,523.61,1,1,0,1,0,1.0,Duplicate
2742,Brown Bread Roll,Grains,1 medium roll,36.6,0.0,0.0,0.0,0.0,1,1,1,1,0,0.5,Duplicate
2743,Leek (Greens),Vegetables,4 tsp,40.95,1.0,0.0,6.52,28.15,1,0,0,0,0,1.0,Duplicate
2744,Cooked Oatmeal,Grains,1 cup,239.65,5.65,3.2,27.27,162.29,1,1,0,1,0,0.0,Duplicate
2745,Olive Oil,Fats and Oils,1 tsp,13.72,0.0,13.22,0.0,120.47,0,0,0,0,0,0.75,Duplicate
2746,Sweet Cherries,Fruits,1 cup,116.6,1.21,0.19,18.35,80.11,0,1,0,1,1,0.5,Duplicate
2747,Mulberries,Fruits,1 cup,125.59,1.49,0.82,14.46,69.4,0,1,0,1,1,0.5,Duplicate
2748,Cooked Pasta,Grains,1 cup,139.3,6.72,0.95,40.03,194.5,0,0,0,0,1,0.0,Duplicate
2749,Broasted Chicken Thigh,Protein,1 medium chicken thigh,85.03,22.37,11.38,0.0,193.68,1,0,1,0,1,1.0,Duplicate
2750,Cheese Bread,Grains,1 piece,65.33,4.67,12.1,28.13,240.52,1,1,1,1,0,0.75,Duplicate
2751,Toasted White Bread,Grains,1/4 loaf,22.28,2.04,0.92,11.97,66.13,1,1,1,1,0,0.0,Duplicate
2752,Cheddar Cheese,Dairy,2 tbsp,27.36,7.15,9.25,0.4,112.41,0,0,0,0,0,0.25,Duplicate
2753,Canned Tuna Fish,Protein,Palm-sized portion,83.06,21.35,0.68,0.0,90.29,0,0,0,0,0,0.75,Duplicate
2754,Full-Fat Ricotta Cheese,Dairy,1 cup,125.27,14.31,15.69,3.82,212.98,0,0,0,0,0,0.25,Duplicate
2755,Grilled Meed Fish,Protein,Palm-sized portion,99.21,24.78,10.66,0.0,193.64,0,0,1,0,1,0.0,Duplicate
2756,Goat's Milk,Dairy,1 cup,240.87,8.69,9.8,10.89,165.77,0,0,0,0,0,1.0,Duplicate
2757,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,97.39,17.76,10.2,0.0,164.74,0,0,0,0,0,0.5,Duplicate
2758,Kiwi,Fruits,1 medium one,78.12,0.91,0.4,10.95,52.07,0,1,0,1,1,1.0,Duplicate
2759,White Sugar,Grains,1 tsp,3.97,0.0,0.0,4.08,17.86,1,1,0,1,0,0.5,Duplicate
2760,Cheese Biscuit,Grains,1 piece,0.99,0.1,0.26,0.56,6.64,1,1,1,1,0,0.25,Duplicate
2761,Coriander (Cilantro),Vegetables,9 sprigs,20.01,0.39,0.1,0.7,7.15,0,0,0,0,0,0.5,Duplicate
2762,Guava,Fruits,1 medium one,88.86,2.34,0.91,13.28,71.51,0,1,0,1,1,0.5,Duplicate
2763,Blackberries,Fruits,1 cup,140.65,2.01,0.69,13.67,70.64,0,1,0,1,1,1.0,Duplicate
2764,Dried Plums (Prunes),Fruits,1 cup (halves),156.26,5.85,1.21,98.21,426.18,0,1,0,1,1,0.25,Duplicate
2765,Rice (cooked),Grains,1 cup,154.67,4.24,0.44,45.84,205.56,1,1,0,1,0,0.75,Duplicate
2766,Cooked Meat Liver,Protein,4 medium pieces,83.49,22.8,6.86,6.74,181.89,0,0,0,0,1,0.25,Duplicate
2767,Margarine (Unsalted),Fats and Oils,1 tsp,4.7,0.02,3.87,0.02,35.15,1,0,0,0,0,0.75,Duplicate
2768,Blackberries,Fruits,1 cup,140.92,1.96,0.71,14.18,72.08,0,1,0,1,1,0.75,Duplicate
2769,Chicken,Protein,Palm-sized portion,83.17,18.25,2.57,0.0,96.27,0,0,0,0,1,0.5,Duplicate
2770,Cooked Oatmeal,Grains,1 cup,227.97,5.44,3.14,28.0,160.27,1,1,0,1,0,0.0,Duplicate
2771,Dried Plums (Prunes),Fruits,1 cup (halves),155.61,5.9,1.2,96.41,421.27,0,1,0,1,1,0.75,Duplicate
2772,Quinoa,Grains,1 cup,171.27,24.16,10.5,107.27,619.54,1,1,0,1,0,0.5,Duplicate
2773,White Bread Roll,Grains,1 medium roll,27.3,0.0,0.0,0.0,1.0,1,1,1,1,0,0.0,Duplicate
2774,Roasted Duck with Skin,Protein,Palm-sized portion,86.5,16.1,23.4,0.0,276.86,1,0,0,0,1,1.0,Duplicate
2775,White Sugar,Grains,1 tsp,4.09,0.0,0.0,3.89,17.42,1,1,0,1,0,0.75,Duplicate
2776,Boiled Egg,Protein,1 egg,51.04,6.34,5.4,0.58,77.75,1,0,0,0,0,0.5,Duplicate
2777,Yellow Beans,Vegetables,1 cup,178.73,16.15,1.9,43.58,256.33,1,0,0,0,0,1.0,Duplicate
2778,Brown Wheat Flour,Grains,1 cup,120.42,16.81,2.23,87.14,436.62,1,1,0,1,0,0.0,Duplicate
2779,Dried Plums (Prunes),Fruits,1 cup (halves),158.3,5.87,1.22,97.58,423.46,0,1,0,1,1,1.0,Duplicate
2780,Green Hot Pepper,Vegetables,1 piece,45.23,0.91,0.1,4.18,19.68,0,0,0,0,0,0.75,Duplicate
2781,Grilled Safi Fish,Protein,Palm-sized portion,97.78,28.03,4.32,0.0,152.09,0,0,0,0,1,0.25,Duplicate
2782,Oatmeal Flour,Grains,2 tbsp,27.67,3.66,1.81,18.84,107.34,1,1,0,1,0,1.0,Duplicate
2783,Fat-Free Cream Cheese,Dairy,2 tbsp,27.17,4.38,0.3,2.16,26.9,1,0,0,0,0,1.0,Duplicate
2784,Cream Cheese,Dairy,2 tbsp,14.78,0.9,4.98,0.6,51.29,0,0,0,0,0,1.0,Duplicate
2785,Fried Sheri Fish,Protein,Palm-sized portion,98.64,26.09,6.87,0.0,166.83,0,0,0,0,1,0.25,Duplicate
2786,Egg Yolk,Protein,1 egg yolk,16.85,2.66,4.44,0.6,51.46,1,0,0,0,0,0.25,Duplicate
2787,Cream Cheese,Dairy,2 tbsp,15.29,0.91,5.07,0.59,52.42,0,0,0,0,0,0.25,Duplicate
2788,Yogurt,Dairy,1/3 cup,102.26,3.21,2.62,5.27,58.95,1,0,0,0,0,0.0,Duplicate
2789,Sour Cherries,Fruits,1 cup,105.37,1.01,0.31,12.87,58.62,0,1,0,1,1,0.5,Duplicate
2790,Cheese Croissant,Grains,1 medium piece,56.97,5.12,11.77,27.01,233.33,1,1,1,1,0,0.25,Duplicate
2791,Fried Shrimp,Protein,3-4 medium pieces,83.01,17.84,10.4,9.8,204.62,0,0,1,0,1,0.5,Duplicate
2792,Lupin Beans,Vegetables,1 cup,166.88,25.64,4.68,15.94,208.51,1,0,1,0,1,1.0,Duplicate
2793,Wheat Bran,Grains,1 cup,56.64,8.87,2.51,38.52,210.56,1,1,0,1,0,1.0,Duplicate
2794,Arugula (Rocket),Vegetables,1 cup,34.95,0.81,0.0,0.41,6.75,0,0,0,0,0,0.75,Duplicate
2795,Leek (Greens),Vegetables,4 tsp,40.77,1.0,0.0,6.62,32.08,1,0,0,0,0,1.0,Duplicate
2796,Green Peas,Vegetables,1 cup,156.67,8.36,0.4,24.73,134.88,1,0,0,0,0,0.25,Duplicate
2797,Fried Sheri Fish,Protein,Palm-sized portion,101.0,25.5,6.97,0.0,165.91,0,0,0,0,1,1.0,Duplicate
2798,Goose Egg,Protein,1 egg,141.67,20.28,18.82,1.87,259.95,1,0,0,0,0,0.25,Duplicate
2799,Butter Croissant,Grains,1 medium piece,58.37,4.67,12.1,25.33,229.57,1,1,0,1,0,0.0,Duplicate
2800,Baksim (hard biscuit/rusk),Grains,1 piece,9.84,1.19,0.97,6.99,40.73,1,1,0,1,0,0.0,Duplicate
2801,Grapefruit,Fruits,1/2 medium one,115.36,0.69,0.1,9.23,41.81,0,1,0,1,1,0.0,Duplicate
2802,Nectarine,Fruits,1 medium one,137.19,1.43,0.4,14.47,68.54,0,1,0,1,1,0.5,Duplicate
2803,Yogurt,Dairy,1/3 cup,98.1,3.13,2.63,5.47,58.46,1,0,0,0,0,0.5,Duplicate
2804,Fat-Free Fruit Yogurt,Dairy,1 cup,232.32,9.79,0.49,42.63,215.6,1,0,0,0,0,0.5,Duplicate
2805,Soft Goat Milk Cheese,Dairy,2 tbsp,28.39,5.17,6.05,0.2,75.8,1,0,0,0,0,0.5,Duplicate
2806,Grilled Gargafan Fish,Protein,Palm-sized portion,101.85,23.38,1.85,0.0,109.94,0,0,0,0,1,0.25,Duplicate
2807,Baby Carrot,Vegetables,1 medium one,10.28,0.1,0.0,0.8,3.86,0,0,0,0,0,0.0,Duplicate
2808,Sweet Canned Corn,Vegetables,1 cup,165.02,4.29,1.67,30.74,153.81,0,0,0,0,0,1.0,Duplicate
2809,Potato,Vegetables,1 medium one,212.81,4.23,0.2,38.08,172.77,0,0,0,0,0,0.0,Duplicate
2810,Fried Pigeon,Protein,Palm-sized portion,100.83,27.76,4.29,0.0,150.25,0,0,0,0,0,0.5,Duplicate
2811,Cooked Oats,Grains,1 cup,216.47,7.11,1.9,24.83,145.74,1,1,0,1,0,0.5,Duplicate
2812,Grape Leaves,Vegetables,1 cup,13.58,0.82,0.3,2.35,14.92,0,0,0,0,0,0.5,Duplicate
2813,Cooked Oatmeal,Grains,1 cup,229.98,5.61,3.2,27.54,160.32,1,1,0,1,0,1.0,Duplicate
2814,Banana,Fruits,1 medium one,118.61,1.33,0.4,27.77,121.91,0,1,0,1,1,0.5,Duplicate
2815,Oatmeal Flour,Grains,2 tbsp,27.85,3.53,1.81,18.92,105.49,1,1,0,1,0,0.75,Duplicate
2816,Oatmeal Bread,Grains,1 small slice,26.31,2.3,1.19,12.84,71.48,1,1,0,1,0,1.0,Duplicate
2817,Black Beans,Vegetables,1 cup,167.45,14.78,4.12,46.17,279.7,1,0,0,0,0,0.0,Duplicate
2818,Goat's Milk,Dairy,1 cup,240.48,8.49,10.23,11.16,171.32,0,0,0,0,0,0.75,Duplicate
2819,Bread Crumbs,Grains,1 cup,110.41,14.17,5.54,76.99,415.48,1,1,0,1,0,0.25,Duplicate
2820,Grilled Safi Fish,Protein,Palm-sized portion,101.68,27.86,4.4,0.0,152.21,0,0,0,0,1,0.0,Duplicate
2821,Corn Flakes,Grains,1 cup,163.31,15.45,7.74,120.51,613.17,1,1,0,1,0,0.25,Duplicate
2822,Cheese Bread,Grains,1 piece,66.18,4.81,12.18,29.17,244.54,1,1,1,1,0,0.5,Duplicate
2823,Asparagus,Vegetables,1 cup,130.75,2.83,0.2,5.28,33.84,0,0,0,0,1,0.75,Duplicate
2824,Boobar,Vegetables,1 cup,33.37,0.29,0.0,1.12,3.64,0,0,0,0,0,0.25,Duplicate
2825,White Sugar,Grains,1 tsp,3.88,0.0,0.0,3.89,17.11,1,1,0,1,0,1.0,Duplicate
2826,Baksim (hard biscuit/rusk),Grains,1 piece,9.8,1.17,0.97,6.65,39.34,1,1,0,1,0,0.75,Duplicate
2827,White Bread,Grains,1/4 loaf,24.36,1.95,0.81,12.73,65.86,1,1,0,1,0,0.0,Duplicate
2828,Scrambled Egg with Milk,Protein,1 egg,61.52,6.75,7.39,1.31,98.74,1,0,1,0,0,1.0,Duplicate
2829,Mulberries,Fruits,1 cup,123.89,1.53,0.78,14.77,74.07,0,1,0,1,1,0.25,Duplicate
2830,Kiwi,Fruits,1 medium one,75.3,0.91,0.41,11.12,51.69,0,1,0,1,1,0.5,Duplicate
2831,Oatmeal Bread with Bran,Grains,1 small slice,29.98,3.03,1.34,11.7,70.77,1,1,1,1,0,0.5,Duplicate
2832,White Beans,Vegetables,1 cup,178.27,17.06,0.6,46.01,258.21,1,0,0,0,1,0.25,Duplicate
2833,Mushroom,Vegetables,Sliced (1 cup),70.74,2.22,0.2,2.35,20.28,0,0,0,0,0,0.75,Duplicate
2834,Wheat Biscuit,Grains,1 piece,2.02,0.17,0.4,1.31,10.43,1,1,1,1,0,0.0,Duplicate
2835,Ta'ameya (Falafel),Vegetables,1 piece,16.52,2.35,3.07,5.49,59.7,1,0,0,0,0,1.0,Duplicate
2836,Broasted Chicken Breast,Protein,1/2 small chicken breast,86.99,25.7,2.93,0.0,130.57,1,0,1,0,1,0.5,Duplicate
2837,Pear,Fruits,1 medium one,168.9,0.59,0.2,25.43,107.43,0,1,0,1,1,0.75,Duplicate
2838,Cucumber,Vegetables,1 large piece,295.96,1.96,0.31,11.19,55.83,0,0,0,0,0,0.5,Duplicate
2839,Sweet Cherries,Fruits,1 cup,118.63,1.19,0.2,19.17,81.42,0,1,0,1,1,0.5,Duplicate
2840,Bran Bread,Grains,1/4 loaf,35.38,3.22,1.17,16.95,90.66,1,1,0,1,0,0.0,Duplicate
2841,Ghoj (Maybe Plum/Gojiberry),Fruits,1 medium one,66.9,0.51,0.2,7.57,35.57,0,1,0,1,1,0.5,Duplicate
2842,Sour Pickled Cucumber,Vegetables,1 slice,7.2,0.02,0.01,0.16,0.28,0,0,0,0,0,0.75,Duplicate
2843,Bread Crumbs,Grains,1 cup,110.25,14.24,5.66,77.32,417.49,1,1,0,1,0,0.75,Duplicate
2844,Fat-Free Yogurt,Dairy,1 cup,227.58,12.66,0.39,17.68,123.79,1,0,0,0,0,0.5,Duplicate
2845,Sweet Potato,Vegetables,1 medium one,128.06,2.04,0.1,26.52,115.81,1,0,0,0,1,0.75,Duplicate
2846,Sunflower Oil,Fats and Oils,1 tsp,13.67,0.0,13.79,0.0,124.18,0,0,0,0,0,0.5,Duplicate
2847,Orange,Fruits,1 medium one,133.58,1.23,0.2,15.77,69.11,0,1,0,1,1,0.5,Duplicate
2848,Canned Tuna Fish,Protein,Palm-sized portion,86.15,22.15,0.69,0.0,95.59,0,0,0,0,0,0.0,Duplicate
2849,Mayonnaise,Fats and Oils,1 tsp,14.84,0.13,4.83,3.59,58.35,0,0,0,0,0,0.5,Duplicate
2850,Avocado,Fruits,1 cup (sliced),142.61,2.9,21.86,12.13,258.07,0,1,0,1,1,1.0,Duplicate
2851,Omelette,Protein,1 egg,60.24,6.58,7.38,0.41,93.53,1,0,0,0,0,0.0,Duplicate
2852,Turkey Egg,Protein,1 egg,77.34,10.55,9.39,0.89,130.5,1,0,0,0,0,0.25,Duplicate
2853,Cooked Pasta,Grains,1 cup,140.64,6.56,0.94,40.52,196.76,0,0,0,0,1,0.25,Duplicate
2854,Red Radish,Vegetables,Sliced (1/2 cup),59.08,0.4,0.1,1.97,8.73,0,0,0,0,0,1.0,Duplicate
2855,Canned Sweetened Condensed Milk,Dairy,2 tbsp,36.99,3.02,3.23,21.32,126.61,1,0,0,0,0,0.75,Duplicate
2856,Quaker Oats,Grains,2.5 tbsp,40.71,6.69,3.2,25.22,154.72,1,1,0,1,0,0.25,Duplicate
2857,Yellow Beans,Vegetables,1 cup,179.06,16.42,1.87,45.03,264.57,1,0,0,0,0,0.75,Duplicate
2858,Roasted Duck with Skin,Protein,Palm-sized portion,87.34,15.72,24.44,0.0,282.21,1,0,0,0,1,0.75,Duplicate
2859,Beetroot,Vegetables,Sliced (1/2 cup),68.51,1.07,0.1,6.55,32.98,0,0,0,0,0,0.0,Duplicate
2860,Feta Cheese,Dairy,2 tbsp,27.19,4.1,5.83,1.07,73.13,0,0,0,0,0,1.0,Duplicate
2861,Nectarine,Fruits,1 medium one,138.56,1.38,0.4,14.39,67.96,0,1,0,1,1,0.0,Duplicate
2862,Sweetened Corn Flakes,Grains,1 cup,36.87,1.99,0.53,34.92,152.63,1,1,0,1,0,0.0,Duplicate
2863,French Bread (Baguette),Grains,1 small slice,31.31,3.74,0.59,17.82,92.33,1,1,0,1,0,0.0,Duplicate
2864,Toasted White Bread,Grains,1/4 loaf,21.38,1.99,0.92,12.04,65.25,1,1,1,1,0,0.0,Duplicate
2865,Cooked Quail,Protein,Palm-sized portion,83.47,20.78,11.77,0.0,189.79,0,0,0,0,1,0.75,Duplicate
2866,Sour Pickled Cucumber,Vegetables,1 slice,6.98,0.02,0.01,0.16,0.24,0,0,0,0,0,0.0,Duplicate
2867,Broasted Chicken Breast,Protein,1/2 small chicken breast,85.34,26.09,3.0,0.0,130.73,1,0,1,0,1,0.0,Duplicate
2868,Blueberries,Fruits,1 cup,145.74,1.07,0.5,20.97,92.78,0,1,0,1,1,0.0,Duplicate
2869,White Rice Flour,Grains,1 cup,158.33,9.53,2.21,129.63,578.01,1,1,0,1,0,0.25,Duplicate
2870,Red Radish,Vegetables,Sliced (1/2 cup),56.35,0.41,0.1,2.03,10.49,0,0,0,0,0,0.25,Duplicate
2871,Blueberries,Fruits,1 cup,142.43,1.09,0.51,21.24,94.06,0,1,0,1,1,0.0,Duplicate
2872,Fat-Free Chocolate Yogurt,Dairy,1 cup,225.7,8.14,0.0,52.62,241.38,1,0,0,0,0,0.25,Duplicate
2873,Feta Cheese,Dairy,2 tbsp,28.35,4.01,5.95,1.1,72.61,0,0,0,0,0,0.25,Duplicate
2874,Duck Egg,Protein,1 egg,72.07,9.01,9.33,0.99,122.07,1,0,0,0,0,0.75,Duplicate
2875,Pineapple,Fruits,1 cup (chunks),154.77,0.81,0.2,20.5,85.58,0,1,0,1,1,0.25,Duplicate
2876,Pineapple,Fruits,1 cup (chunks),152.43,0.78,0.2,19.87,85.49,0,1,0,1,1,0.75,Duplicate
2877,Parsley,Vegetables,10 sprigs,10.25,0.3,0.1,0.61,2.97,0,0,0,0,0,0.75,Duplicate
2878,Fresh Corn,Vegetables,1/2 cup,138.41,3.58,1.0,38.87,178.83,1,0,0,0,0,0.25,Duplicate
2879,Soft Goat Milk Cheese,Dairy,2 tbsp,28.23,5.21,5.98,0.2,76.92,1,0,0,0,0,1.0,Duplicate
2880,Red Radish,Vegetables,Sliced (1/2 cup),59.23,0.4,0.1,1.98,9.51,0,0,0,0,0,0.75,Duplicate
2881,Corn Bran,Grains,1 cup,77.44,6.51,0.69,64.54,289.92,1,1,0,1,0,1.0,Duplicate
2882,Sour Cherries,Fruits,1 cup,99.95,1.0,0.31,12.46,55.73,0,1,0,1,1,0.0,Duplicate
2883,Grilled Meed Fish,Protein,Palm-sized portion,100.53,24.08,10.8,0.0,192.57,0,0,1,0,1,0.25,Duplicate
2884,Dried Pear,Fruits,10 halves,178.02,3.36,1.09,120.35,503.68,0,1,0,1,1,0.25,Duplicate
2885,Toasted White Bread,Grains,1/4 loaf,22.56,2.03,0.91,11.7,63.44,1,1,1,1,0,0.0,Duplicate
2886,Grapefruit,Fruits,1/2 medium one,117.21,0.7,0.1,9.37,42.25,0,1,0,1,1,1.0,Duplicate
2887,Margarine (Salted),Fats and Oils,1 tsp,4.8,0.04,3.89,0.04,34.62,0,0,0,0,0,0.75,Duplicate
2888,Green Hot Pepper,Vegetables,1 piece,44.62,0.9,0.1,4.28,19.95,0,0,0,0,0,0.75,Duplicate
2889,Fried Chicken Breast,Protein,1/2 small chicken breast,86.77,28.01,3.96,0.41,148.72,0,0,1,0,1,0.5,Duplicate
2890,Apricot,Fruits,3 pieces,106.5,1.51,0.4,11.37,56.86,0,1,0,1,1,0.5,Duplicate
2891,Baby Carrot,Vegetables,1 medium one,10.07,0.1,0.0,0.78,5.38,0,0,0,0,0,0.5,Duplicate
2892,Ta'ameya (Falafel),Vegetables,1 piece,16.8,2.25,3.07,5.45,57.43,1,0,0,0,0,0.75,Duplicate
2893,Omelette,Protein,1 egg,60.41,6.55,7.39,0.41,94.23,1,0,0,0,0,0.5,Duplicate
2894,Chicken Liver,Protein,3 medium pieces,84.51,20.15,4.78,0.77,125.4,0,0,1,0,1,1.0,Duplicate
2895,Chickpeas (Hummus),Vegetables,1 tbsp,13.73,1.09,1.29,2.0,24.86,1,0,0,0,0,0.0,Duplicate
2896,Chickpeas (Hummus),Vegetables,1 tbsp,13.61,1.07,1.27,2.03,22.47,1,0,0,0,0,1.0,Duplicate
2897,Milk Powder,Dairy,2 tbsp,32.14,8.31,8.25,12.37,157.98,0,0,0,0,0,0.75,Duplicate
2898,Ta'ameya (Falafel),Vegetables,1 piece,16.66,2.26,2.97,5.26,58.18,1,0,0,0,0,0.75,Duplicate
2899,Purslane,Vegetables,1 cup,42.21,0.61,0.0,1.46,9.37,0,0,0,0,0,1.0,Duplicate
2900,Cheddar Cheese,Dairy,2 tbsp,27.27,7.07,9.06,0.4,110.68,0,0,0,0,0,1.0,Duplicate
2901,Sweetened Corn Flakes,Grains,1 cup,38.57,1.96,0.54,35.11,153.88,1,1,0,1,0,0.0,Duplicate
2902,Guava,Fruits,1 medium one,87.81,2.25,0.92,12.85,70.04,0,1,0,1,1,1.0,Duplicate
2903,Grilled Meed Fish,Protein,Palm-sized portion,98.92,24.38,10.67,0.0,192.57,0,0,1,0,1,0.0,Duplicate
2904,Banana,Fruits,1 medium one,121.52,1.29,0.39,27.79,119.5,0,1,0,1,1,1.0,Duplicate
2905,Boiled Ground Beef,Protein,2 tbsp,85.84,20.26,17.82,0.0,240.05,1,0,0,0,1,0.0,Duplicate
2906,Ghoj (Maybe Plum/Gojiberry),Fruits,1 medium one,64.99,0.5,0.2,7.32,31.67,0,1,0,1,1,0.25,Duplicate
2907,Cranberries,Fruits,1 cup,95.92,0.4,0.1,11.87,48.91,0,1,0,1,1,1.0,Duplicate
2908,Oatmeal Flour,Grains,2 tbsp,27.35,3.53,1.85,18.98,106.36,1,1,0,1,0,0.75,Duplicate
2909,Cooked Noodles,Grains,1 cup,161.57,7.76,2.38,39.6,211.69,0,1,1,1,1,0.0,Duplicate
2910,Hamour with Rice,Protein,1/2 cup,101.09,27.1,3.16,0.0,136.4,0,0,0,0,1,0.75,Duplicate
2911,Red Hot Pepper,Vegetables,1 piece,43.72,0.78,0.2,3.91,19.1,0,0,0,0,0,0.0,Duplicate
2912,White Sugar,Grains,1 tsp,4.02,0.0,0.0,4.05,14.94,1,1,0,1,0,0.0,Duplicate
2913,Duck Egg,Protein,1 egg,70.47,9.17,9.38,0.97,125.29,1,0,0,0,0,0.5,Duplicate
2914,Turnip,Vegetables,1 cup sliced,67.09,2.18,0.51,6.84,41.84,0,0,0,0,0,0.25,Duplicate
2915,Scrambled Egg with Milk,Protein,1 egg,62.72,7.0,7.59,1.32,102.27,1,0,1,0,0,0.5,Duplicate
2916,Medium-Soft Goat Milk Cheese,Dairy,2 tbsp,28.8,6.13,8.63,0.69,103.79,1,0,0,0,0,0.5,Duplicate
2917,Dried Apple,Fruits,1 slice,100.3,0.91,0.3,63.77,262.39,0,1,0,1,1,1.0,Duplicate
2918,Dried Apple,Fruits,1 slice,98.3,0.9,0.29,65.56,267.55,0,1,0,1,1,0.0,Duplicate
2919,Butter Croissant,Grains,1 medium piece,57.61,4.72,12.08,26.25,231.86,1,1,0,1,0,1.0,Duplicate
2920,Grilled Yanam Fish,Protein,Palm-sized portion,97.06,26.51,5.53,0.0,156.2,0,0,0,0,1,0.0,Duplicate
2921,Boobar,Vegetables,1 cup,33.45,0.3,0.0,1.13,5.87,0,0,0,0,0,1.0,Duplicate
2922,Toasted White Bread,Grains,1/4 loaf,21.8,1.97,0.89,12.23,63.75,1,1,1,1,0,0.5,Duplicate
2923,Dried Apricot,Fruits,1 cup (halves),66.29,2.14,0.31,39.48,170.55,0,1,0,1,1,0.0,Duplicate
2924,Quaker Oats prepared with water,Grains,1 cup,238.72,4.74,2.21,17.53,107.87,1,1,0,1,0,0.75,Duplicate
2925,Sweet Canned Corn,Vegetables,1 cup,161.37,4.33,1.6,30.84,153.86,0,0,0,0,0,0.0,Duplicate
2926,Green Beans,Vegetables,1 cup,112.5,1.98,0.1,7.72,38.2,1,0,0,0,1,0.75,Duplicate
2927,Quaker Oats,Grains,2.5 tbsp,40.17,6.73,3.14,25.47,157.71,1,1,0,1,0,1.0,Duplicate
2928,Safi Fish (Rabbitfish),Protein,Palm-sized portion,101.18,18.71,7.2,0.1,138.52,0,0,0,0,0,0.5,Duplicate
2929,Pigeon without Skin,Protein,Palm-sized portion,86.68,14.48,6.4,0.0,113.79,0,0,0,0,0,0.5,Duplicate
2930,Dried Plums (Prunes),Fruits,1 cup (halves),155.75,5.73,1.23,97.68,425.98,0,1,0,1,1,0.0,Duplicate
2931,Fat-Free Chocolate Yogurt,Dairy,1 cup,229.56,8.23,0.0,54.07,247.62,1,0,0,0,0,0.0,Duplicate
2932,Leek (Greens),Vegetables,1 bunch (1 cup),86.44,1.29,0.3,12.5,58.7,1,0,0,0,0,0.0,Duplicate
2933,Yogurt,Dairy,1/3 cup,97.27,3.16,2.63,5.3,56.21,1,0,0,0,0,0.25,Duplicate
2934,Purslane,Vegetables,1 cup,43.93,0.59,0.0,1.53,9.88,0,0,0,0,0,0.25,Duplicate
2935,Hamour Fish (Grouper),Protein,Palm-sized portion,102.72,19.33,3.32,0.2,108.97,0,0,0,0,0,0.5,Duplicate
2936,Medium-Soft Goat Milk Cheese,Dairy,2 tbsp,27.5,5.92,8.5,0.71,104.78,1,0,0,0,0,0.0,Duplicate
2937,Green Beans,Vegetables,1 cup,108.27,1.95,0.1,7.79,38.13,1,0,0,0,1,0.0,Duplicate
2938,Hamour Fish (Grouper),Protein,Palm-sized portion,102.64,19.57,3.3,0.19,107.38,0,0,0,0,0,0.5,Duplicate
2939,Corn Oil,Fats and Oils,1 tsp,14.01,0.0,13.63,0.0,122.46,0,0,0,0,0,0.5,Duplicate
2940,Roasted Duck with Skin,Protein,Palm-sized portion,87.14,16.09,24.19,0.0,282.26,1,0,0,0,1,0.25,Duplicate
2941,Kingfish,Protein,Palm-sized portion,99.98,19.97,9.3,0.0,165.35,0,0,0,0,0,0.5,Duplicate
2942,Goose Egg,Protein,1 egg,142.37,19.48,18.83,1.9,256.54,1,0,0,0,0,0.5,Duplicate
2943,Dried Egg,Protein,1 tsp,4.98,2.39,2.26,0.1,29.24,1,0,0,0,0,0.25,Duplicate
2944,Brown Bread,Grains,1/4 loaf,27.63,3.5,0.88,11.79,69.16,1,1,0,1,0,0.5,Duplicate
2945,Chicken Egg,Protein,1 egg,50.89,6.12,4.93,0.39,71.62,1,0,0,0,0,0.75,Duplicate
