No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
457,Cauliflower,Vegetables,1 cup,101.7,1.95,0.1,5.38,29.59,0,0,0,0,1,0.25,Duplicate
458,Black Beans,Vegetables,1 cup,161.15,14.81,4.15,45.66,279.97,1,0,0,0,0,0.25,Duplicate
459,Onion,Vegetables,1 cup (chopped),159.14,1.82,0.2,14.5,65.32,0,0,0,0,0,0.0,Duplicate
460,Cream Cheese,Dairy,2 tbsp,15.28,0.9,5.13,0.59,53.84,0,0,0,0,0,0.25,Duplicate
461,Dried Plums (Prunes),Fruits,1 cup (halves),155.8,5.84,1.23,98.82,431.49,0,1,0,1,1,0.5,Duplicate
462,Turnip,Vegetables,1 cup sliced,67.14,2.21,0.49,6.74,40.64,0,0,0,0,0,0.75,Duplicate
463,Cooked Pigeon,Protein,Palm-sized portion,85.87,20.17,10.94,0.0,178.95,0,0,0,0,0,0.25,Duplicate
464,Corn Bran,Grains,1 cup,77.95,6.36,0.7,64.47,289.64,1,1,0,1,0,0.5,Duplicate
465,Leek (Greens),Vegetables,4 tsp,41.11,0.98,0.0,6.77,31.89,1,0,0,0,0,1.0,Duplicate
466,Salted Cracker/Biscuit,Grains,1 piece,2.94,0.21,0.78,1.85,13.67,1,1,0,1,0,0.0,Duplicate
467,Quaker Oats,Grains,2.5 tbsp,40.15,6.7,3.12,25.19,156.67,1,1,0,1,0,0.25,Duplicate
468,Lentils,Vegetables,1 cup,198.42,17.94,0.8,39.62,238.94,0,0,0,0,0,0.75,Duplicate
469,Pineapple,Fruits,1 cup (chunks),155.61,0.81,0.19,19.82,83.0,0,1,0,1,1,0.5,Duplicate
470,Ta'ameya (Falafel),Vegetables,1 piece,17.5,2.26,3.08,5.48,58.54,1,0,0,0,0,0.25,Duplicate
471,Goose Egg,Protein,1 egg,141.45,19.57,19.17,1.86,257.96,1,0,0,0,0,0.75,Duplicate
472,Safi Fish (Rabbitfish),Protein,Palm-sized portion,98.34,18.71,7.43,0.1,141.5,0,0,0,0,0,0.75,Duplicate
473,Cucumber,Vegetables,1 large piece,298.91,1.97,0.3,10.88,54.01,0,0,0,0,0,0.75,Duplicate
474,Green Beans,Vegetables,1 cup,112.36,1.95,0.1,7.66,38.78,1,0,0,0,1,0.75,Duplicate
475,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,27.25,6.15,6.22,0.59,83.01,0,0,0,0,0,0.0,Duplicate
476,Soybean,Vegetables,1 cup,170.62,29.28,15.75,17.38,327.17,1,0,0,0,0,0.25,Duplicate
477,Cooked Noodles,Grains,1 cup,155.61,7.53,2.35,40.03,210.47,0,1,1,1,1,0.25,Duplicate
478,Grated Parmesan Cheese,Dairy,1 tsp,4.89,1.89,1.4,0.2,21.53,0,0,0,0,0,0.5,Duplicate
479,Soft Goat Milk Cheese,Dairy,2 tbsp,27.48,5.06,5.84,0.2,74.26,1,0,0,0,0,0.0,Duplicate
480,Tomato Paste,Vegetables,168 grams (1 can),167.01,7.51,0.79,32.83,168.61,0,0,0,0,0,0.25,Duplicate
481,Oatmeal Bread with Bran,Grains,1 small slice,30.62,3.19,1.28,11.92,70.12,1,1,1,1,0,0.75,Duplicate
482,Sunflower Oil,Fats and Oils,1 tsp,13.4,0.0,13.66,0.0,122.87,0,0,0,0,0,0.25,Duplicate
483,Meed Fish (Silver Biddy),Protein,Palm-sized portion,102.22,18.58,15.86,0.0,217.68,0,0,0,0,0,0.0,Duplicate
484,Canned Tuna Fish,Protein,Palm-sized portion,86.32,22.0,0.69,0.0,95.61,0,0,0,0,0,0.0,Duplicate
485,Mayonnaise,Fats and Oils,1 tsp,14.48,0.13,4.99,3.42,57.55,0,0,0,0,0,0.5,Duplicate
486,Green Peas,Vegetables,1 cup,159.7,8.45,0.4,24.45,133.55,1,0,0,0,0,0.75,Duplicate
487,Soybean,Vegetables,1 cup,171.94,28.09,15.48,17.11,319.41,1,0,0,0,0,1.0,Duplicate
488,Lemon,Fruits,1 medium one,57.05,0.61,0.2,5.51,24.28,0,1,0,1,1,1.0,Duplicate
489,Strawberry Milk,Dairy,1 cup,269.6,7.96,7.97,32.15,230.34,1,0,0,0,0,0.25,Duplicate
490,Medium-Soft Goat Milk Cheese,Dairy,2 tbsp,28.03,6.0,8.32,0.71,102.96,1,0,0,0,0,0.5,Duplicate
491,Pineapple,Fruits,1 cup (chunks),159.4,0.81,0.2,20.41,85.67,0,1,0,1,1,0.25,Duplicate
492,Parsley,Vegetables,10 sprigs,10.1,0.3,0.1,0.61,5.85,0,0,0,0,0,0.0,Duplicate
493,Full-Fat Milk,Dairy,1/3 cup,99.99,3.56,3.03,5.57,62.69,0,0,0,0,0,0.0,Duplicate
494,Mulberries,Fruits,1 cup,122.6,1.46,0.81,14.68,71.05,0,1,0,1,1,0.0,Duplicate
495,Ghoj (Maybe Plum/Gojiberry),Fruits,1 medium one,65.94,0.51,0.19,7.34,33.59,0,1,0,1,1,0.25,Duplicate
496,Strawberry,Fruits,1 cup,144.21,1.03,0.39,11.01,50.69,0,1,0,1,1,1.0,Duplicate
497,Cooked Veal,Protein,3 small pieces,87.55,24.24,7.95,0.0,170.42,0,0,0,0,1,1.0,Duplicate
498,Fried Chicken Thigh,Protein,1 medium chicken thigh,87.43,18.2,13.58,7.51,224.08,0,0,1,0,1,0.0,Duplicate
499,Grilled Gargafan Fish,Protein,Palm-sized portion,98.2,22.95,1.8,0.0,108.02,0,0,0,0,1,0.5,Duplicate
500,Milk Powder,Dairy,2 tbsp,32.7,8.32,8.68,12.04,158.84,0,0,0,0,0,0.75,Duplicate
501,Sweet Cherries,Fruits,1 cup,116.63,1.17,0.2,19.2,83.38,0,1,0,1,1,0.25,Duplicate
502,Grilled Meed Fish,Protein,Palm-sized portion,102.38,24.27,10.38,0.0,190.76,0,0,1,0,1,0.5,Duplicate
503,Lentils,Vegetables,1 cup,196.09,18.16,0.82,39.12,237.64,0,0,0,0,0,1.0,Duplicate
504,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,28.58,6.1,6.36,0.59,82.97,0,0,0,0,0,0.25,Duplicate
505,Lemon Peel,Fruits,1 tsp,6.17,0.1,0.0,0.97,3.12,0,1,0,1,1,0.75,Duplicate
506,Apricot,Fruits,3 pieces,102.1,1.51,0.4,11.85,56.35,0,1,0,1,1,0.25,Duplicate
507,Figs,Fruits,1 medium one,50.63,0.41,0.2,9.62,41.46,0,1,0,1,1,0.0,Duplicate
508,Banana Chips,Fruits,2 tbsp,28.05,0.59,9.63,16.53,156.36,0,1,0,1,1,0.0,Duplicate
509,Tabbouleh,Vegetables,2 tbsp,28.64,1.0,1.98,2.06,29.27,0,0,0,0,1,0.0,Duplicate
510,Cooked Veal,Protein,3 small pieces,84.84,23.95,7.77,0.0,165.53,0,0,0,0,1,0.5,Duplicate
511,Fried Chicken Breast,Protein,1/2 small chicken breast,86.5,28.66,3.95,0.41,151.87,0,0,1,0,1,0.25,Duplicate
512,Plain Corn Flakes,Grains,1 cup,28.05,1.8,0.19,23.77,105.87,1,1,0,1,0,0.0,Duplicate
513,Spinach,Vegetables,1 cup,30.31,0.9,0.1,1.11,8.39,1,0,0,0,0,0.25,Duplicate
514,Grilled Yanam Fish,Protein,Palm-sized portion,101.75,26.21,5.73,0.0,157.77,0,0,0,0,1,0.75,Duplicate
515,Tomato Paste,Vegetables,168 grams (1 can),169.39,7.18,0.82,32.49,164.88,0,0,0,0,0,0.25,Duplicate
516,Fried Chicken Thigh,Protein,1 medium chicken thigh,84.54,18.86,13.78,7.27,228.4,0,0,1,0,1,0.75,Duplicate
517,Sausage,Protein,1 piece,56.77,6.82,16.36,1.05,180.71,0,0,0,0,0,0.75,Duplicate
518,White Flour,Grains,1 cup,121.32,12.53,1.22,92.81,431.77,1,0,0,0,0,0.25,Duplicate
519,Canned Sweetened Condensed Milk,Dairy,2 tbsp,37.58,2.93,3.26,20.77,124.61,1,0,0,0,0,0.0,Duplicate
520,Dried Egg,Protein,1 tsp,4.93,2.36,2.23,0.1,31.44,1,0,0,0,0,0.5,Duplicate
521,Cheese Croissant,Grains,1 medium piece,58.44,5.19,11.6,27.08,232.92,1,1,1,1,0,0.0,Duplicate
522,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,98.68,18.16,10.13,0.0,162.06,0,0,0,0,0,0.5,Duplicate
523,Spinach,Vegetables,1 cup,29.29,0.91,0.1,1.13,10.88,1,0,0,0,0,0.25,Duplicate
524,Eggplant (Aubergine),Vegetables,1/2 cup,84.24,0.84,0.15,4.86,23.63,1,0,1,0,1,0.0,Duplicate
525,Grated Parmesan Cheese,Dairy,1 tsp,4.89,1.94,1.41,0.2,21.56,0,0,0,0,0,0.25,Duplicate
526,Cheese Bread,Grains,1 piece,65.98,4.78,11.92,29.52,244.12,1,1,1,1,0,1.0,Duplicate
527,Low-Fat Cream Cheese,Dairy,2 tbsp,27.5,2.22,4.32,2.35,55.21,1,0,0,0,0,0.75,Duplicate
528,Full-Fat Milk,Dairy,1/3 cup,100.04,3.44,3.02,5.56,63.09,0,0,0,0,0,0.5,Duplicate
529,Fried Pigeon,Protein,Palm-sized portion,98.77,27.32,4.21,0.0,147.54,0,0,0,0,0,0.5,Duplicate
530,Okra,Vegetables,1 cup,97.9,1.96,0.1,7.0,37.37,0,0,0,0,0,1.0,Duplicate
531,Turnip,Vegetables,1 cup sliced,67.62,2.22,0.49,6.64,39.4,0,0,0,0,0,1.0,Duplicate
532,Fat-Free Cream Cheese,Dairy,2 tbsp,28.74,4.27,0.3,2.15,27.6,1,0,0,0,0,0.75,Duplicate
533,Lupin Beans,Vegetables,1 cup,170.23,25.6,4.9,16.02,210.18,1,0,1,0,1,0.75,Duplicate
534,Grape Leaves,Vegetables,1 cup,13.89,0.79,0.3,2.46,15.74,0,0,0,0,0,0.5,Duplicate
535,Brown Bread Roll,Grains,1 medium roll,36.88,0.0,0.0,0.0,0.0,1,1,1,1,0,0.5,Duplicate
536,Brown Wheat Flour,Grains,1 cup,118.01,16.57,2.17,87.86,438.16,1,1,0,1,0,0.75,Duplicate
537,Vegetable Salad,Vegetables,1 cup,99.24,0.9,1.88,4.56,37.3,0,0,1,0,0,1.0,Duplicate
538,Rice (cooked),Grains,1 cup,158.75,4.24,0.43,45.23,200.71,1,1,0,1,0,0.25,Duplicate
539,Olive Oil,Fats and Oils,1 tsp,13.47,0.0,13.45,0.0,119.21,0,0,0,0,0,0.25,Duplicate
540,Cheese Croissant,Grains,1 medium piece,58.7,5.22,12.13,26.66,235.78,1,1,1,1,0,1.0,Duplicate
541,Cooked Noodles,Grains,1 cup,157.46,7.48,2.31,38.76,204.71,0,1,1,1,1,1.0,Duplicate
542,Dried Apple,Fruits,1 slice,96.32,0.89,0.3,62.91,256.55,0,1,0,1,1,1.0,Duplicate
543,Canned Chicken,Protein,1 can,138.38,29.98,11.36,0.0,221.66,0,0,0,0,1,0.5,Duplicate
544,Brown Rice Flour,Grains,1 cup,156.11,11.21,4.38,124.15,582.42,1,1,0,1,0,0.75,Duplicate
545,Baby Carrot,Vegetables,1 medium one,9.97,0.1,0.0,0.78,5.09,0,0,0,0,0,0.5,Duplicate
546,Strawberry Milk,Dairy,1 cup,259.39,8.08,7.99,32.83,234.78,1,0,0,0,0,0.25,Duplicate
547,Omelette,Protein,1 egg,60.87,6.36,7.49,0.4,93.57,1,0,0,0,0,0.75,Duplicate
548,Bread Crumbs,Grains,1 cup,110.07,14.07,5.69,78.84,422.79,1,1,0,1,0,1.0,Duplicate
549,Mulberries,Fruits,1 cup,121.52,1.47,0.82,15.1,72.85,0,1,0,1,1,0.25,Duplicate
550,Duck Egg,Protein,1 egg,69.74,8.81,9.45,1.02,124.21,1,0,0,0,0,0.75,Duplicate
551,Toasted White Bread,Grains,1/4 loaf,22.45,1.99,0.9,11.72,61.59,1,1,1,1,0,0.75,Duplicate
552,Pineapple,Fruits,1 cup (chunks),157.18,0.78,0.21,19.77,83.76,0,1,0,1,1,0.25,Duplicate
553,Plain Cake (Muffin),Grains,1 large size,65.35,4.43,7.49,26.61,189.82,1,1,0,1,0,0.25,Duplicate
554,Beetroot,Vegetables,Sliced (1/2 cup),66.77,1.08,0.1,6.67,32.62,0,0,0,0,0,0.0,Duplicate
555,Cranberries,Fruits,1 cup,93.26,0.4,0.1,11.69,50.91,0,1,0,1,1,0.5,Duplicate
556,Fat-Free Fruit Yogurt,Dairy,1 cup,226.48,10.13,0.49,42.63,214.99,1,0,0,0,0,0.75,Duplicate
557,Strawberry Milk,Dairy,1 cup,269.17,7.89,8.36,33.44,242.49,1,0,0,0,0,0.75,Duplicate
558,Guava,Fruits,1 medium one,90.52,2.36,0.92,12.7,66.61,0,1,0,1,1,0.75,Duplicate
559,Cooked Veal,Protein,3 small pieces,87.05,23.34,8.08,0.0,164.41,0,0,0,0,1,1.0,Duplicate
560,Canned Salmon,Protein,Palm-sized portion,84.18,17.14,6.11,0.0,123.67,0,0,0,0,0,0.5,Duplicate
561,Ta'ameya (Falafel),Vegetables,1 piece,17.41,2.24,2.97,5.46,57.62,1,0,0,0,0,0.25,Duplicate
562,Pineapple,Fruits,1 cup (chunks),155.39,0.82,0.2,20.6,87.26,0,1,0,1,1,0.0,Duplicate
563,Eggplant (Aubergine),Vegetables,1/2 cup,80.81,0.85,0.15,4.9,25.87,1,0,1,0,1,0.5,Duplicate
564,Papaya,Fruits,1 medium one,309.16,1.9,0.39,30.44,132.64,0,1,0,1,1,1.0,Duplicate
565,Mushroom,Vegetables,Sliced (1 cup),70.43,2.21,0.2,2.25,21.4,0,0,0,0,0,1.0,Duplicate
566,Oatmeal Bread with Bran,Grains,1 small slice,30.83,3.16,1.34,12.0,72.41,1,1,1,1,0,0.25,Duplicate
567,Apricot,Fruits,3 pieces,104.27,1.47,0.39,11.49,53.76,0,1,0,1,1,0.75,Duplicate
568,Tabbouleh,Vegetables,2 tbsp,28.73,1.0,2.0,1.95,28.0,0,0,0,0,1,0.75,Duplicate
569,Red Hot Pepper,Vegetables,1 piece,43.66,0.78,0.2,4.1,21.7,0,0,0,0,0,0.0,Duplicate
570,Omelette,Protein,1 egg,62.47,6.66,7.41,0.39,96.53,1,0,0,0,0,0.0,Duplicate
571,Cheese Biscuit,Grains,1 piece,1.0,0.1,0.25,0.57,4.37,1,1,1,1,0,0.0,Duplicate
572,Low-Fat Vanilla Yogurt,Dairy,1 cup,221.27,11.1,2.87,31.88,198.32,1,0,0,0,0,1.0,Duplicate
573,Fat-Free Chocolate Yogurt,Dairy,1 cup,225.53,8.15,0.0,52.91,243.34,1,0,0,0,0,0.0,Duplicate
574,Dried Apricot,Fruits,1 cup (halves),63.82,2.17,0.3,39.69,171.12,0,1,0,1,1,0.25,Duplicate
575,Cooked Quail,Protein,Palm-sized portion,84.28,21.91,11.72,0.0,191.19,0,0,0,0,1,1.0,Duplicate
576,Cooked Meat Liver,Protein,4 medium pieces,82.46,22.63,6.96,6.82,179.26,0,0,0,0,1,0.25,Duplicate
577,Red Radish,Vegetables,Sliced (1/2 cup),57.25,0.39,0.1,2.05,9.95,0,0,0,0,0,0.0,Duplicate
578,Brown Sugar,Grains,1 tsp,3.04,0.0,0.0,2.91,12.35,1,1,0,1,0,0.0,Duplicate
579,Black Beans,Vegetables,1 cup,164.52,14.82,4.08,44.51,275.43,1,0,0,0,0,0.0,Duplicate
580,Roasted Duck with Skin,Protein,Palm-sized portion,85.34,16.35,24.3,0.0,283.23,1,0,0,0,1,0.25,Duplicate
581,Sour Pickled Cucumber,Vegetables,1 slice,7.1,0.02,0.01,0.16,0.0,0,0,0,0,0,0.0,Duplicate
582,Pineapple,Fruits,1 cup (chunks),153.36,0.78,0.2,19.85,83.81,0,1,0,1,1,0.25,Duplicate
583,Dried Apple,Fruits,1 slice,97.15,0.9,0.3,65.96,268.97,0,1,0,1,1,0.75,Duplicate
584,Brown Rice Flour,Grains,1 cup,155.24,11.62,4.35,121.31,569.01,1,1,0,1,0,0.75,Duplicate
585,French Bread (Baguette),Grains,1 small slice,32.15,3.91,0.6,18.16,93.83,1,1,0,1,0,0.75,Duplicate
586,Ta'ameya (Falafel),Vegetables,1 piece,17.31,2.28,3.02,5.35,57.71,1,0,0,0,0,0.25,Duplicate
587,Hard Goat Milk Cheese,Dairy,2 tbsp,27.79,8.46,10.14,0.59,125.5,1,0,0,0,0,0.0,Duplicate
588,Honey,Grains,1 tbsp,20.62,0.06,0.0,17.04,70.16,0,1,0,1,0,0.25,Duplicate
589,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,27.58,6.38,6.38,0.59,84.8,0,0,0,0,0,1.0,Duplicate
590,Grape Leaves,Vegetables,1 cup,14.37,0.79,0.29,2.37,13.42,0,0,0,0,0,1.0,Duplicate
591,Cucumber,Vegetables,1 large piece,295.78,1.98,0.3,10.74,52.25,0,0,0,0,0,0.75,Duplicate
592,Egg White,Protein,1 egg white,33.88,3.56,0.1,0.19,15.33,1,0,0,0,0,0.75,Duplicate
593,Sour Pickled Cucumber,Vegetables,1 slice,7.0,0.02,0.01,0.16,0.77,0,0,0,0,0,0.5,Duplicate
594,Canned Salmon,Protein,Palm-sized portion,86.35,17.57,6.33,0.0,125.66,0,0,0,0,0,0.75,Duplicate
595,Low-Fat Strawberry Yogurt,Dairy,1 cup,228.41,9.21,2.6,41.7,228.58,1,0,0,0,0,0.25,Duplicate
596,Margarine (Unsalted),Fats and Oils,1 tsp,4.75,0.02,3.67,0.02,34.5,1,0,0,0,0,0.75,Duplicate
597,Grilled Meed Fish,Protein,Palm-sized portion,97.69,24.83,10.59,0.0,193.48,0,0,1,0,1,0.5,Duplicate
598,Margarine (Unsalted),Fats and Oils,1 tsp,4.82,0.02,3.7,0.02,32.08,1,0,0,0,0,1.0,Duplicate
599,Sweet Potato,Vegetables,1 medium one,133.3,1.96,0.1,26.23,113.68,1,0,0,0,1,0.0,Duplicate
600,Arugula (Rocket),Vegetables,1 cup,34.21,0.78,0.0,0.4,4.02,0,0,0,0,0,0.5,Duplicate
601,Grilled Gargafan Fish,Protein,Palm-sized portion,100.26,22.35,1.78,0.0,104.12,0,0,0,0,1,1.0,Duplicate
602,Arugula (Rocket),Vegetables,1 cup,33.94,0.81,0.0,0.4,5.12,0,0,0,0,0,0.5,Duplicate
603,Apricot,Fruits,3 pieces,102.25,1.46,0.4,11.47,55.66,0,1,0,1,1,0.0,Duplicate
604,Fried Ground Beef,Protein,2 tbsp,86.83,20.73,19.77,0.0,262.74,0,0,0,0,1,1.0,Duplicate
605,Fried Ground Beef,Protein,2 tbsp,83.22,20.03,19.21,0.0,253.37,0,0,0,0,1,1.0,Duplicate
606,Burger Bun,Grains,1 bun,41.95,4.2,1.9,20.95,118.0,0,1,1,1,0,1.0,Duplicate
607,Boiled Ground Beef,Protein,2 tbsp,84.08,20.43,17.15,0.0,237.42,1,0,0,0,1,0.5,Duplicate
608,Toasted White Bread,Grains,1/4 loaf,22.24,2.04,0.93,12.21,63.6,1,1,1,1,0,0.25,Duplicate
609,Arugula (Rocket),Vegetables,1 cup,33.32,0.8,0.0,0.4,6.2,0,0,0,0,0,0.0,Duplicate
610,Cream Cheese,Dairy,2 tbsp,15.24,0.93,5.17,0.59,52.51,0,0,0,0,0,0.0,Duplicate
611,Low-Fat Ricotta Cheese,Dairy,1 cup,126.56,14.51,9.53,6.54,171.41,0,0,0,0,0,0.5,Duplicate
612,Canned Tuna Fish,Protein,Palm-sized portion,86.0,21.25,0.7,0.0,89.77,0,0,0,0,0,0.5,Duplicate
613,Baby Carrot,Vegetables,1 medium one,9.88,0.1,0.0,0.79,1.65,0,0,0,0,0,1.0,Duplicate
614,White Sugar,Grains,1 tsp,4.09,0.0,0.0,3.94,15.77,1,1,0,1,0,0.5,Duplicate
615,Quaker Oats prepared with water,Grains,1 cup,232.22,4.73,2.25,17.78,109.35,1,1,0,1,0,1.0,Duplicate
616,Fat-Free Yogurt,Dairy,1 cup,225.1,12.83,0.39,17.05,124.85,1,0,0,0,0,0.0,Duplicate
617,Peach,Fruits,1 medium one,146.03,1.4,0.4,14.7,66.34,0,1,0,1,1,0.75,Duplicate
618,Cantaloupe,Fruits,1 cup (chunks),179.49,1.46,0.3,14.43,65.91,0,1,0,1,1,0.25,Duplicate
619,Grilled Yanam Fish,Protein,Palm-sized portion,98.18,26.58,5.55,0.0,157.5,0,0,0,0,1,1.0,Duplicate
620,Bread Crumbs,Grains,1 cup,111.15,14.24,5.7,76.24,412.01,1,1,0,1,0,0.0,Duplicate
621,Evaporated Milk,Dairy,6 tbsp,101.41,7.19,8.0,9.53,137.18,1,0,0,0,0,0.75,Duplicate
622,Baby Carrot,Vegetables,1 medium one,9.94,0.1,0.0,0.78,4.6,0,0,0,0,0,1.0,Duplicate
623,Vegetable Salad,Vegetables,1 cup,99.98,0.92,1.91,4.63,38.0,0,0,1,0,0,0.5,Duplicate
624,Cauliflower,Vegetables,1 cup,97.22,2.05,0.1,5.36,30.5,0,0,0,0,1,0.25,Duplicate
625,Beetroot,Vegetables,Sliced (1/2 cup),68.84,1.08,0.1,6.4,31.05,0,0,0,0,0,0.5,Duplicate
626,Oatmeal Flour,Grains,2 tbsp,27.9,3.58,1.81,19.19,105.79,1,1,0,1,0,0.0,Duplicate
627,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,100.18,20.32,3.67,0.4,115.01,1,0,0,0,1,0.0,Duplicate
628,Tomato,Vegetables,1 medium one,126.13,1.11,0.19,4.87,24.73,0,0,0,0,0,0.75,Duplicate
629,Strawberry Milk,Dairy,1 cup,262.61,8.12,8.04,32.51,236.81,1,0,0,0,0,0.25,Duplicate
630,Bran Bread,Grains,1/4 loaf,35.66,3.17,1.21,17.18,93.81,1,1,0,1,0,0.5,Duplicate
631,Cooked Quail,Protein,Palm-sized portion,83.16,20.83,12.29,0.0,195.55,0,0,0,0,1,0.0,Duplicate
632,Fat-Free Cream Cheese,Dairy,2 tbsp,27.96,4.35,0.29,2.13,29.36,1,0,0,0,0,0.0,Duplicate
633,Corn Flakes,Grains,1 cup,165.9,15.8,8.06,121.86,622.19,1,1,0,1,0,1.0,Duplicate
634,Fresh Corn,Vegetables,1/2 cup,139.8,3.7,1.04,39.32,182.58,1,0,0,0,0,1.0,Duplicate
635,Palm Oil,Fats and Oils,1 tsp,13.26,0.0,13.92,0.0,125.86,0,0,0,0,0,0.0,Duplicate
636,Eggplant (Aubergine),Vegetables,1/2 cup,81.31,0.82,0.15,4.92,25.0,1,0,1,0,1,0.0,Duplicate
637,Carrot,Vegetables,1 one,70.18,0.7,0.2,7.04,31.54,0,0,0,0,0,0.0,Duplicate
638,Green Hot Pepper,Vegetables,1 piece,45.28,0.91,0.1,4.28,21.57,0,0,0,0,0,0.75,Duplicate
639,Blackberries,Fruits,1 cup,146.3,1.96,0.68,13.58,69.84,0,1,0,1,1,0.5,Duplicate
640,Dried Plums (Prunes),Fruits,1 cup (halves),162.84,5.76,1.18,100.06,434.17,0,1,0,1,1,0.0,Duplicate
641,Tomato,Vegetables,1 medium one,125.18,1.1,0.19,4.74,25.47,0,0,0,0,0,1.0,Duplicate
642,Fried Ground Beef,Protein,2 tbsp,85.17,20.92,18.77,0.0,254.15,0,0,0,0,1,1.0,Duplicate
643,Apricot,Fruits,3 pieces,105.74,1.52,0.41,11.8,57.16,0,1,0,1,1,1.0,Duplicate
644,Cantaloupe,Fruits,1 cup (chunks),179.34,1.52,0.3,14.34,64.77,0,1,0,1,1,0.5,Duplicate
645,Mango,Fruits,1 medium one,208.58,1.07,0.59,34.79,149.79,0,1,0,1,1,0.25,Duplicate
646,Beans (General),Vegetables,1 cup,175.95,15.35,0.88,40.98,235.08,0,0,0,0,0,0.75,Duplicate
647,Guava,Fruits,1 medium one,88.53,2.35,0.91,13.25,71.1,0,1,0,1,1,0.0,Duplicate
648,Toasted White Bread,Grains,1/4 loaf,21.89,1.95,0.91,11.87,63.72,1,1,1,1,0,0.5,Duplicate
649,Fat-Free Milk,Dairy,1 cup,247.37,8.45,0.2,12.02,85.42,1,0,0,0,0,0.75,Duplicate
650,Plain Corn Flakes,Grains,1 cup,27.75,1.86,0.2,24.38,108.58,1,1,0,1,0,0.75,Duplicate
651,Turnip,Vegetables,1 cup sliced,67.13,2.22,0.49,6.82,39.41,0,0,0,0,0,1.0,Duplicate
652,Turnip,Vegetables,1 cup sliced,67.6,2.21,0.49,6.79,41.56,0,0,0,0,0,0.75,Duplicate
653,Banana Chips,Fruits,2 tbsp,28.03,0.59,9.36,16.26,150.42,0,1,0,1,1,0.0,Duplicate
654,Brown Rice Flour,Grains,1 cup,158.89,11.08,4.47,119.87,564.19,1,1,0,1,0,0.75,Duplicate
655,Corn Flakes,Grains,1 cup,163.24,15.96,8.12,123.64,629.59,1,1,0,1,0,0.25,Duplicate
656,Boiled Egg,Protein,1 egg,50.51,6.14,5.16,0.6,71.98,1,0,0,0,0,0.25,Duplicate
657,Cream Cheese,Dairy,2 tbsp,15.25,0.9,5.15,0.59,54.17,0,0,0,0,0,0.25,Duplicate
658,Strawberry Milk,Dairy,1 cup,266.52,8.21,8.2,33.1,237.36,1,0,0,0,0,1.0,Duplicate
659,Low-Fat Strawberry Yogurt,Dairy,1 cup,228.86,8.96,2.62,42.45,228.37,1,0,0,0,0,0.0,Duplicate
660,Spinach,Vegetables,1 cup,29.96,0.88,0.1,1.1,10.05,1,0,0,0,0,0.75,Duplicate
661,Cooked Quail,Protein,Palm-sized portion,85.41,21.48,11.71,0.0,192.74,0,0,0,0,1,1.0,Duplicate
662,Wheat Biscuit,Grains,1 piece,1.97,0.17,0.42,1.31,10.94,1,1,1,1,0,0.0,Duplicate
663,Corn Bran,Grains,1 cup,75.7,6.3,0.68,65.82,296.17,1,1,0,1,0,0.75,Duplicate
664,Scrambled Egg with Milk,Protein,1 egg,62.73,6.67,7.6,1.33,99.65,1,0,1,0,0,0.75,Duplicate
665,Sunflower Oil,Fats and Oils,1 tsp,13.33,0.0,13.46,0.0,120.26,0,0,0,0,0,0.5,Duplicate
666,Black Beans,Vegetables,1 cup,166.03,14.31,4.12,45.0,272.69,1,0,0,0,0,0.5,Duplicate
667,Safi Fish (Rabbitfish),Protein,Palm-sized portion,98.31,18.73,7.23,0.1,141.08,0,0,0,0,0,0.5,Duplicate
668,Grilled Gargafan Fish,Protein,Palm-sized portion,100.01,22.78,1.84,0.0,106.06,0,0,0,0,1,0.5,Duplicate
669,Arugula (Rocket),Vegetables,1 cup,32.99,0.82,0.0,0.41,4.09,0,0,0,0,0,0.5,Duplicate
670,White Flour,Grains,1 cup,127.29,11.85,1.23,94.53,435.98,1,0,0,0,0,0.5,Duplicate
671,Canned Olive,Vegetables,1 piece,8.53,0.08,0.58,0.47,6.98,0,0,0,0,0,0.5,Duplicate
672,Rice (cooked),Grains,1 cup,154.47,4.31,0.43,43.81,196.83,1,1,0,1,0,0.0,Duplicate
673,Strawberry,Fruits,1 cup,145.79,0.97,0.41,10.97,51.93,0,1,0,1,1,0.5,Duplicate
674,Hamour with Rice,Protein,1/2 cup,97.47,26.61,3.22,0.0,135.11,0,0,0,0,1,0.75,Duplicate
675,White Flour,Grains,1 cup,124.76,12.15,1.21,93.95,433.55,1,0,0,0,0,0.5,Duplicate
676,Cottage Cheese < 5% Fat,Dairy,1 cup,220.34,23.97,0.7,15.15,162.46,1,0,0,0,0,0.5,Duplicate
677,Turnip,Vegetables,1 cup sliced,67.7,2.2,0.49,6.5,37.88,0,0,0,0,0,0.5,Duplicate
678,Turkey Egg,Protein,1 egg,79.47,10.97,9.16,0.92,128.53,1,0,0,0,0,0.0,Duplicate
