No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
2247,Plain Corn Flakes,Grains,1 cup,27.49,1.86,0.2,23.67,105.15,1,1,0,1,0,1.0,Duplicate
2248,Fat-Free Yogurt,Dairy,1 cup,226.65,12.86,0.39,17.33,124.74,1,0,0,0,0,0.25,Duplicate
2249,Sheri Fish (Emperor),Protein,Palm-sized portion,101.1,19.38,1.09,0.0,86.42,0,0,0,0,0,0.25,Duplicate
2250,Brown Sugar,Grains,1 tsp,2.91,0.0,0.0,2.95,11.56,1,1,0,1,0,0.0,Duplicate
2251,Tomato,Vegetables,1 medium one,126.34,1.08,0.21,4.85,23.93,0,0,0,0,0,0.5,Duplicate
2252,Cooked Veal,Protein,3 small pieces,82.73,23.51,7.76,0.0,165.13,0,0,0,0,1,0.25,Duplicate
2253,Omelette,Protein,1 egg,62.13,6.34,7.25,0.39,91.74,1,0,0,0,0,0.75,Duplicate
2254,Strawberry Milk,Dairy,1 cup,262.77,7.89,8.13,32.4,235.05,1,0,0,0,0,0.0,Duplicate
2255,Low-Fat Strawberry Yogurt,Dairy,1 cup,225.72,9.18,2.52,42.89,232.17,1,0,0,0,0,1.0,Duplicate
2256,Arugula (Rocket),Vegetables,1 cup,33.26,0.82,0.0,0.4,3.3,0,0,0,0,0,0.75,Duplicate
2257,Kiwi,Fruits,1 medium one,76.06,0.9,0.4,11.01,52.47,0,1,0,1,1,1.0,Duplicate
2258,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,28.15,6.29,6.16,0.62,81.72,0,0,0,0,0,1.0,Duplicate
2259,Fat-Free Milk,Dairy,1 cup,248.61,8.25,0.2,11.84,82.23,1,0,0,0,0,0.25,Duplicate
2260,Honey,Grains,1 tbsp,20.61,0.06,0.0,17.41,68.09,0,1,0,1,0,0.0,Duplicate
2261,Red Hot Pepper,Vegetables,1 piece,44.02,0.81,0.19,3.99,22.08,0,0,0,0,0,0.5,Duplicate
2262,Blackberries,Fruits,1 cup,140.73,1.98,0.7,13.98,71.56,0,1,0,1,1,0.0,Duplicate
2263,Tamarind,Fruits,1 cup,118.35,3.48,0.72,76.95,329.18,0,1,0,1,1,0.75,Duplicate
2264,Dried Egg,Protein,1 tsp,5.14,2.38,2.19,0.1,27.75,1,0,0,0,0,0.5,Duplicate
2265,White Bread Roll,Grains,1 medium roll,27.8,0.0,0.0,0.0,0.0,1,1,1,1,0,0.75,Duplicate
2266,Duck Egg,Protein,1 egg,70.43,8.88,9.42,0.99,123.08,1,0,0,0,0,0.75,Duplicate
2267,Chickpeas (Hummus),Vegetables,1 tbsp,14.06,1.08,1.27,1.99,23.22,1,0,0,0,0,0.5,Duplicate
2268,Low-Fat Cream Cheese,Dairy,2 tbsp,27.29,2.21,4.35,2.34,57.74,1,0,0,0,0,0.5,Duplicate
2269,Low-Fat Yogurt,Dairy,1 cup,221.06,11.64,3.53,16.24,143.49,1,0,0,0,0,0.25,Duplicate
2270,Papaya,Fruits,1 medium one,298.99,1.9,0.4,29.42,129.37,0,1,0,1,1,0.0,Duplicate
2271,Sweet Canned Corn,Vegetables,1 cup,167.02,4.26,1.65,30.33,152.68,0,0,0,0,0,0.25,Duplicate
2272,Goose Egg,Protein,1 egg,141.97,20.28,19.01,1.95,260.97,1,0,0,0,0,0.0,Duplicate
2273,Beans (General),Vegetables,1 cup,176.54,14.98,0.91,41.56,234.58,0,0,0,0,0,0.25,Duplicate
2274,Cream Cheese,Dairy,2 tbsp,14.86,0.93,5.13,0.61,50.54,0,0,0,0,0,0.5,Duplicate
2275,Mushroom,Vegetables,Sliced (1 cup),68.2,2.19,0.2,2.34,20.22,0,0,0,0,0,0.75,Duplicate
2276,Canned Tuna Fish,Protein,Palm-sized portion,82.84,22.22,0.7,0.0,96.88,0,0,0,0,0,0.5,Duplicate
2277,Tomato,Vegetables,1 medium one,120.69,1.09,0.2,4.72,24.2,0,0,0,0,0,0.75,Duplicate
2278,Yellow Beans,Vegetables,1 cup,174.1,15.9,1.86,45.05,260.15,1,0,0,0,0,0.0,Duplicate
2279,Pigeon,Protein,Palm-sized portion,97.97,21.23,3.35,0.0,113.68,0,0,0,0,0,0.25,Duplicate
2280,Cooked Noodles,Grains,1 cup,164.28,7.74,2.32,38.81,208.28,0,1,1,1,1,0.75,Duplicate
2281,Papaya,Fruits,1 medium one,305.17,1.91,0.41,29.12,127.12,0,1,0,1,1,1.0,Duplicate
2282,Baby Carrot,Vegetables,1 medium one,10.09,0.1,0.0,0.8,2.41,0,0,0,0,0,0.0,Duplicate
2283,Cranberries,Fruits,1 cup,94.1,0.41,0.1,11.89,48.64,0,1,0,1,1,0.5,Duplicate
2284,Low-Fat Yogurt,Dairy,1 cup,231.15,12.14,3.52,16.25,143.33,1,0,0,0,0,0.25,Duplicate
2285,Fresh Corn,Vegetables,1/2 cup,139.55,3.75,1.01,39.75,181.95,1,0,0,0,0,0.5,Duplicate
2286,Broccoli,Vegetables,1 cup,91.13,2.58,0.3,5.99,38.56,0,0,0,0,0,1.0,Duplicate
2287,Fried Chicken Breast,Protein,1/2 small chicken breast,83.25,28.13,3.99,0.42,148.63,0,0,1,0,1,1.0,Duplicate
2288,Fat-Free Chocolate Yogurt,Dairy,1 cup,220.44,8.04,0.0,53.25,244.23,1,0,0,0,0,1.0,Duplicate
2289,Strawberry,Fruits,1 cup,147.43,1.01,0.41,11.3,53.45,0,1,0,1,1,1.0,Duplicate
2290,Cooked Pigeon,Protein,Palm-sized portion,86.16,20.32,11.31,0.0,184.38,0,0,0,0,0,0.5,Duplicate
2291,White Bread Roll,Grains,1 medium roll,27.71,0.0,0.0,0.0,0.0,1,1,1,1,0,0.25,Duplicate
2292,Bran Bread,Grains,1/4 loaf,35.73,3.27,1.21,17.04,91.39,1,1,0,1,0,0.75,Duplicate
2293,Yellow Beans,Vegetables,1 cup,175.07,15.93,1.94,44.01,256.02,1,0,0,0,0,0.75,Duplicate
2294,Kingfish,Protein,Palm-sized portion,102.14,19.32,9.05,0.0,157.27,0,0,0,0,0,0.0,Duplicate
2295,Grape Leaves,Vegetables,1 cup,13.88,0.79,0.3,2.41,13.54,0,0,0,0,0,0.5,Duplicate
2296,Bran Bread,Grains,1/4 loaf,36.66,3.16,1.19,17.04,91.35,1,1,0,1,0,0.75,Duplicate
2297,Fried Pigeon,Protein,Palm-sized portion,99.14,27.55,4.08,0.0,146.47,0,0,0,0,0,0.5,Duplicate
2298,Purslane,Vegetables,1 cup,44.18,0.61,0.0,1.51,9.97,0,0,0,0,0,1.0,Duplicate
2299,Apple,Fruits,1 medium one,139.56,0.41,0.2,19.13,78.24,0,1,0,1,1,0.5,Duplicate
2300,Palm Oil,Fats and Oils,1 tsp,13.6,0.0,13.63,0.0,123.21,0,0,0,0,0,0.0,Duplicate
2301,Mango,Fruits,1 medium one,204.44,1.09,0.62,35.79,154.98,0,1,0,1,1,0.5,Duplicate
2302,White Sugar,Grains,1 tsp,4.03,0.0,0.0,3.94,15.19,1,1,0,1,0,1.0,Duplicate
2303,Cranberries,Fruits,1 cup,97.39,0.4,0.1,11.49,48.96,0,1,0,1,1,0.75,Duplicate
2304,Cheese Bread,Grains,1 piece,65.23,4.55,11.98,28.22,239.36,1,1,1,1,0,1.0,Duplicate
2305,Black Beans,Vegetables,1 cup,160.77,14.67,4.23,45.32,277.01,1,0,0,0,0,0.0,Duplicate
2306,Toasted White Bread,Grains,1/4 loaf,22.33,1.96,0.92,11.95,63.15,1,1,1,1,0,1.0,Duplicate
2307,Grape Leaves,Vegetables,1 cup,13.94,0.82,0.3,2.4,17.34,0,0,0,0,0,0.25,Duplicate
2308,Black Beans,Vegetables,1 cup,165.9,14.84,4.11,45.5,278.63,1,0,0,0,0,1.0,Duplicate
2309,Lupin Beans,Vegetables,1 cup,161.8,26.43,4.71,16.4,214.23,1,0,1,0,1,0.25,Duplicate
2310,Oatmeal Flour,Grains,2 tbsp,28.66,3.7,1.83,18.79,107.87,1,1,0,1,0,0.5,Duplicate
2311,Meed Fish (Silver Biddy),Protein,Palm-sized portion,101.32,17.85,15.66,0.0,213.95,0,0,0,0,0,0.0,Duplicate
2312,White Beans,Vegetables,1 cup,174.66,16.96,0.6,45.56,254.02,1,0,0,0,1,0.25,Duplicate
2313,Boiled Egg,Protein,1 egg,49.77,6.25,5.16,0.61,72.0,1,0,0,0,0,0.75,Duplicate
2314,Honey,Grains,1 tbsp,20.78,0.06,0.0,17.18,68.5,0,1,0,1,0,1.0,Duplicate
2315,Beans (General),Vegetables,1 cup,178.52,15.0,0.91,39.45,223.99,0,0,0,0,0,0.5,Duplicate
2316,Kingfish,Protein,Palm-sized portion,101.86,19.36,9.56,0.0,163.9,0,0,0,0,0,0.25,Duplicate
2317,Duck Egg,Protein,1 egg,69.65,8.81,9.71,0.99,127.0,1,0,0,0,0,0.0,Duplicate
2318,Full-Fat Milk,Dairy,1/3 cup,97.95,3.58,3.03,5.38,61.9,0,0,0,0,0,0.25,Duplicate
2319,Cheddar Cheese,Dairy,2 tbsp,28.61,7.16,9.33,0.4,112.44,0,0,0,0,0,1.0,Duplicate
2320,Figs,Fruits,1 medium one,51.2,0.4,0.21,9.32,40.21,0,1,0,1,1,0.25,Duplicate
2321,Fat-Free Milk,Dairy,1 cup,248.74,8.31,0.2,12.15,85.6,1,0,0,0,0,1.0,Duplicate
2322,White Rice Flour,Grains,1 cup,160.49,9.18,2.16,129.03,570.84,1,1,0,1,0,0.5,Duplicate
2323,Scrambled Egg with Milk,Protein,1 egg,60.28,6.84,7.41,1.29,100.77,1,0,1,0,0,0.5,Duplicate
2324,Orange Peel,Fruits,1 tsp,5.95,0.1,0.0,1.46,7.21,0,1,0,1,1,1.0,Duplicate
2325,Boiled Egg,Protein,1 egg,49.95,6.43,5.19,0.6,75.27,1,0,0,0,0,0.0,Duplicate
2326,Cranberries,Fruits,1 cup,92.31,0.39,0.1,11.56,48.23,0,1,0,1,1,0.25,Duplicate
2327,Quaker Oats,Grains,2.5 tbsp,41.1,6.77,3.14,24.79,153.04,1,1,0,1,0,1.0,Duplicate
2328,Oatmeal Bread,Grains,1 small slice,26.71,2.24,1.17,13.03,73.55,1,1,0,1,0,0.5,Duplicate
2329,Canned Olive,Vegetables,1 piece,8.12,0.08,0.57,0.47,8.52,0,0,0,0,0,0.0,Duplicate
2330,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,97.47,17.73,10.43,0.0,164.89,0,0,0,0,0,1.0,Duplicate
2331,Onion,Vegetables,1 cup (chopped),157.5,1.77,0.19,14.92,68.22,0,0,0,0,0,0.5,Duplicate
2332,Cottage Cheese < 5% Fat,Dairy,1 cup,231.39,22.79,0.71,14.73,156.73,1,0,0,0,0,0.5,Duplicate
2333,Yellow Beans,Vegetables,1 cup,174.53,16.23,1.94,45.61,265.85,1,0,0,0,0,0.5,Duplicate
2334,Burger Bun,Grains,1 bun,41.98,4.18,1.92,21.79,121.42,0,1,1,1,0,1.0,Duplicate
2335,Canned Olive,Vegetables,1 piece,8.05,0.08,0.57,0.48,9.29,0,0,0,0,0,0.0,Duplicate
2336,Cranberries,Fruits,1 cup,97.03,0.39,0.1,11.7,48.53,0,1,0,1,1,0.25,Duplicate
2337,Sheep's Milk,Dairy,1 cup,247.3,14.66,17.33,13.35,267.52,1,0,0,0,0,0.0,Duplicate
2338,Fried Shrimp,Protein,3-4 medium pieces,85.53,18.69,10.26,9.49,203.85,0,0,1,0,1,0.5,Duplicate
2339,Orange,Fruits,1 medium one,130.84,1.18,0.2,15.72,68.06,0,1,0,1,1,0.5,Duplicate
2340,Nectarine,Fruits,1 medium one,133.82,1.43,0.41,13.89,63.16,0,1,0,1,1,1.0,Duplicate
2341,Omelette,Protein,1 egg,59.69,6.68,7.37,0.41,94.59,1,0,0,0,0,0.0,Duplicate
2342,Cooked Veal,Protein,3 small pieces,84.9,24.32,7.81,0.0,165.96,0,0,0,0,1,0.25,Duplicate
2343,Eggplant (Aubergine),Vegetables,1/2 cup,81.43,0.82,0.15,4.83,22.04,1,0,1,0,1,1.0,Duplicate
2344,Mayonnaise,Fats and Oils,1 tsp,14.63,0.13,4.97,3.58,57.95,0,0,0,0,0,0.0,Duplicate
2345,Cheese Croissant,Grains,1 medium piece,55.51,5.24,11.73,26.29,233.2,1,1,1,1,0,0.5,Duplicate
2346,Dried Apple,Fruits,1 slice,99.85,0.93,0.29,64.22,262.01,0,1,0,1,1,0.75,Duplicate
2347,Cooked Oats,Grains,1 cup,213.58,6.96,1.85,25.59,147.17,1,1,0,1,0,0.0,Duplicate
2348,Low-Fat Cream Cheese,Dairy,2 tbsp,27.77,2.25,4.42,2.27,58.32,1,0,0,0,0,1.0,Duplicate
2349,White Flour,Grains,1 cup,127.06,11.83,1.25,93.39,431.88,1,0,0,0,0,0.5,Duplicate
2350,Corn Bran,Grains,1 cup,75.19,6.27,0.7,64.36,287.56,1,1,0,1,0,0.0,Duplicate
2351,Low-Fat Cream Cheese,Dairy,2 tbsp,27.64,2.25,4.22,2.34,58.08,1,0,0,0,0,0.5,Duplicate
2352,Blackberries,Fruits,1 cup,148.04,2.06,0.69,14.15,69.96,0,1,0,1,1,0.25,Duplicate
2353,Low-Fat Chocolate Milk,Dairy,1 cup,246.86,7.54,4.73,30.58,196.87,1,0,0,0,0,0.25,Duplicate
2354,Okra,Vegetables,1 cup,100.17,1.97,0.1,7.13,38.79,0,0,0,0,0,0.25,Duplicate
2355,Soybean,Vegetables,1 cup,168.65,28.94,15.25,16.65,318.26,1,0,0,0,0,0.5,Duplicate
2356,White Bread,Grains,1/4 loaf,24.56,1.92,0.79,12.65,65.63,1,1,0,1,0,0.0,Duplicate
2357,Sweet Cherries,Fruits,1 cup,114.47,1.21,0.2,18.73,83.54,0,1,0,1,1,0.25,Duplicate
2358,Mushroom,Vegetables,Sliced (1 cup),68.42,2.25,0.2,2.36,21.58,0,0,0,0,0,0.75,Duplicate
2359,Oatmeal Bread,Grains,1 small slice,26.88,2.28,1.17,13.02,70.13,1,1,0,1,0,0.5,Duplicate
2360,Sweet Cherries,Fruits,1 cup,115.25,1.17,0.2,18.18,77.95,0,1,0,1,1,0.25,Duplicate
2361,Cooked Pasta,Grains,1 cup,137.67,6.53,0.95,40.81,198.03,0,0,0,0,1,0.25,Duplicate
2362,Mulberries,Fruits,1 cup,124.27,1.47,0.79,14.51,69.86,0,1,0,1,1,0.5,Duplicate
2363,Quaker Oats prepared with water,Grains,1 cup,229.27,4.77,2.26,17.97,109.73,1,1,0,1,0,0.25,Duplicate
2364,Cooked Veal,Protein,3 small pieces,84.23,23.79,7.93,0.0,167.72,0,0,0,0,1,0.0,Duplicate
2365,Corn Flour,Grains,1 cup,112.66,0.0,0.21,0.0,3.47,0,0,0,0,0,1.0,Duplicate
2366,Soft Goat Milk Cheese,Dairy,2 tbsp,27.33,5.16,6.07,0.2,77.74,1,0,0,0,0,1.0,Duplicate
2367,Sheri Fish (Emperor),Protein,Palm-sized portion,97.3,19.67,1.1,0.0,86.87,0,0,0,0,0,0.0,Duplicate
2368,Sheri Fish (Emperor),Protein,Palm-sized portion,101.01,19.49,1.08,0.0,88.52,0,0,0,0,0,1.0,Duplicate
2369,Burger Bun,Grains,1 bun,41.86,4.15,1.95,21.92,121.64,0,1,1,1,0,1.0,Duplicate
2370,Scrambled Egg with Milk,Protein,1 egg,61.65,6.83,7.39,1.27,100.37,1,0,1,0,0,0.5,Duplicate
2371,Chicken Egg,Protein,1 egg,50.22,6.41,5.13,0.4,73.43,1,0,0,0,0,0.25,Duplicate
2372,Red Hot Pepper,Vegetables,1 piece,46.16,0.79,0.2,3.98,21.51,0,0,0,0,0,0.0,Duplicate
2373,Turnip,Vegetables,1 cup sliced,65.52,2.22,0.51,6.81,40.22,0,0,0,0,0,0.0,Duplicate
2374,Nectarine,Fruits,1 medium one,135.82,1.36,0.4,14.57,66.78,0,1,0,1,1,0.25,Duplicate
2375,Blueberries,Fruits,1 cup,143.41,1.11,0.5,21.51,96.88,0,1,0,1,1,1.0,Duplicate
2376,Frozen Peas,Vegetables,1 cup,64.41,1.75,0.1,4.83,26.15,1,0,0,0,0,0.25,Duplicate
2377,Fried Pigeon,Protein,Palm-sized portion,100.91,28.21,4.2,0.0,149.46,0,0,0,0,0,0.25,Duplicate
2378,White Bread,Grains,1/4 loaf,25.7,1.88,0.81,12.42,65.79,1,1,0,1,0,0.25,Duplicate
2379,Fried Pigeon,Protein,Palm-sized portion,101.38,28.1,4.19,0.0,148.9,0,0,0,0,0,0.75,Duplicate
2380,Arugula (Rocket),Vegetables,1 cup,33.51,0.78,0.0,0.4,4.56,0,0,0,0,0,0.0,Duplicate
2381,Dried Plums (Prunes),Fruits,1 cup (halves),156.46,5.89,1.19,98.69,429.82,0,1,0,1,1,0.0,Duplicate
2382,Red Snapper Fish,Protein,Palm-sized portion,84.06,22.03,1.47,0.0,102.89,0,0,0,0,1,0.5,Duplicate
2383,Low-Fat Yogurt,Dairy,1 cup,230.48,12.01,3.59,16.12,143.11,1,0,0,0,0,0.75,Duplicate
2384,Cheese Biscuit,Grains,1 piece,1.0,0.1,0.25,0.58,5.98,1,1,1,1,0,0.75,Duplicate
2385,Sunflower Oil,Fats and Oils,1 tsp,13.23,0.0,13.3,0.0,121.29,0,0,0,0,0,0.5,Duplicate
2386,Strawberry,Fruits,1 cup,143.55,1.03,0.4,11.28,51.02,0,1,0,1,1,0.0,Duplicate
2387,Frozen Peas,Vegetables,1 cup,61.59,1.76,0.1,4.74,24.91,1,0,0,0,0,0.0,Duplicate
2388,Fried Ground Beef,Protein,2 tbsp,86.32,20.68,19.24,0.0,257.31,0,0,0,0,1,1.0,Duplicate
2389,Vegetable Salad,Vegetables,1 cup,99.98,0.95,1.88,4.46,40.35,0,0,1,0,0,0.25,Duplicate
2390,Brown Bread,Grains,1/4 loaf,27.54,3.63,0.89,11.43,67.66,1,1,0,1,0,0.5,Duplicate
2391,Boiled Ground Beef,Protein,2 tbsp,83.78,20.48,17.79,0.0,240.78,1,0,0,0,1,0.5,Duplicate
2392,Onion,Vegetables,1 cup (chopped),164.45,1.77,0.2,15.05,69.79,0,0,0,0,0,1.0,Duplicate
2393,Purslane,Vegetables,1 cup,43.65,0.6,0.0,1.47,7.49,0,0,0,0,0,0.5,Duplicate
2394,Celery,Vegetables,1 medium stalk,39.13,0.29,0.1,1.23,8.42,0,0,0,0,0,1.0,Duplicate
2395,Medium-Soft Goat Milk Cheese,Dairy,2 tbsp,28.32,6.11,8.46,0.7,102.13,1,0,0,0,0,0.75,Duplicate
2396,Fat-Free Milk,Dairy,1 cup,242.73,8.54,0.21,12.22,84.6,1,0,0,0,0,0.25,Duplicate
2397,Salted Cracker/Biscuit,Grains,1 piece,2.96,0.22,0.75,1.82,15.27,1,1,0,1,0,0.25,Duplicate
2398,Butter Croissant,Grains,1 medium piece,56.52,4.55,11.83,25.38,225.46,1,1,0,1,0,0.5,Duplicate
2399,Mushroom,Vegetables,Sliced (1 cup),68.48,2.25,0.2,2.29,19.68,0,0,0,0,0,1.0,Duplicate
2400,Hard Goat Milk Cheese,Dairy,2 tbsp,28.3,8.69,10.12,0.59,128.56,1,0,0,0,0,0.25,Duplicate
2401,Cooked Oats,Grains,1 cup,223.35,7.01,1.86,25.75,149.61,1,1,0,1,0,0.0,Duplicate
2402,Goat's Milk,Dairy,1 cup,241.36,8.91,10.08,10.88,169.6,0,0,0,0,0,0.75,Duplicate
2403,Full-Fat Ricotta Cheese,Dairy,1 cup,121.61,14.13,15.82,3.79,213.68,0,0,0,0,0,1.0,Duplicate
2404,Chicken Egg,Protein,1 egg,50.29,6.21,4.89,0.4,71.87,1,0,0,0,0,0.75,Duplicate
2405,Cream Cheese,Dairy,2 tbsp,14.73,0.88,4.98,0.6,50.08,0,0,0,0,0,0.0,Duplicate
2406,Spinach,Vegetables,1 cup,29.36,0.91,0.1,1.09,8.92,1,0,0,0,0,0.0,Duplicate
2407,Fried Kingfish,Protein,Palm-sized portion,99.45,26.9,11.68,0.0,213.47,0,0,0,0,1,1.0,Duplicate
2408,Coriander (Cilantro),Vegetables,9 sprigs,19.56,0.4,0.1,0.71,6.84,0,0,0,0,0,0.5,Duplicate
2409,Leek (Greens),Vegetables,1 bunch (1 cup),89.86,1.27,0.31,12.59,57.52,1,0,0,0,0,0.25,Duplicate
2410,Quaker Oats,Grains,2.5 tbsp,39.92,6.8,3.29,25.66,161.16,1,1,0,1,0,1.0,Duplicate
2411,Burger Bun,Grains,1 bun,41.9,4.04,1.88,21.43,117.53,0,1,1,1,0,0.5,Duplicate
2412,Cooked Oatmeal,Grains,1 cup,232.39,5.35,3.15,26.87,158.83,1,1,0,1,0,0.75,Duplicate
2413,Papaya,Fruits,1 medium one,310.32,1.86,0.41,28.93,127.24,0,1,0,1,1,0.0,Duplicate
2414,Low-Fat Chocolate Milk,Dairy,1 cup,247.27,7.63,4.88,29.97,195.59,1,0,0,0,0,0.0,Duplicate
2415,Cottage Cheese < 5% Fat,Dairy,1 cup,231.52,23.0,0.71,15.48,159.51,1,0,0,0,0,0.25,Duplicate
2416,Baby Carrot,Vegetables,1 medium one,9.71,0.1,0.0,0.79,4.56,0,0,0,0,0,1.0,Duplicate
2417,Onion,Vegetables,1 cup (chopped),162.76,1.77,0.2,14.94,70.58,0,0,0,0,0,0.25,Duplicate
2418,Wheat Bran,Grains,1 cup,59.66,8.8,2.45,37.67,209.06,1,1,0,1,0,0.5,Duplicate
2419,Ta'ameya (Falafel),Vegetables,1 piece,16.99,2.32,3.05,5.3,57.19,1,0,0,0,0,0.75,Duplicate
2420,Corn Oil,Fats and Oils,1 tsp,13.72,0.0,13.78,0.0,125.12,0,0,0,0,0,0.0,Duplicate
2421,Grape Leaves,Vegetables,1 cup,14.32,0.81,0.3,2.38,16.68,0,0,0,0,0,0.75,Duplicate
2422,French Bread (Baguette),Grains,1 small slice,31.51,3.88,0.6,17.92,91.07,1,1,0,1,0,0.0,Duplicate
2423,Green Beans,Vegetables,1 cup,107.57,1.97,0.1,7.91,41.78,1,0,0,0,1,0.75,Duplicate
2424,Hamour with Rice,Protein,1/2 cup,97.28,27.96,3.19,0.0,140.84,0,0,0,0,1,1.0,Duplicate
2425,Broccoli,Vegetables,1 cup,88.63,2.65,0.29,6.15,36.74,0,0,0,0,0,1.0,Duplicate
2426,Beetroot,Vegetables,Sliced (1/2 cup),65.96,1.13,0.1,6.44,29.77,0,0,0,0,0,0.75,Duplicate
2427,Potato,Vegetables,1 medium one,219.0,4.42,0.2,36.94,167.96,0,0,0,0,0,0.25,Duplicate
2428,Cooked Oats,Grains,1 cup,223.97,7.2,1.94,24.4,143.45,1,1,0,1,0,0.0,Duplicate
2429,Butter Croissant,Grains,1 medium piece,56.01,4.53,12.07,26.63,234.0,1,1,0,1,0,0.75,Duplicate
2430,Palm Oil,Fats and Oils,1 tsp,13.98,0.0,13.78,0.0,124.9,0,0,0,0,0,0.25,Duplicate
2431,Dried Pear,Fruits,10 halves,172.34,3.31,1.09,122.23,510.0,0,1,0,1,1,1.0,Duplicate
2432,Fried Sheri Fish,Protein,Palm-sized portion,97.13,25.74,7.04,0.0,168.09,0,0,0,0,1,0.5,Duplicate
2433,Cooked Veal,Protein,3 small pieces,83.46,24.42,7.85,0.0,166.61,0,0,0,0,1,0.25,Duplicate
2434,Apple,Fruits,1 medium one,136.13,0.4,0.2,18.87,77.71,0,1,0,1,1,0.0,Duplicate
2435,Leek (Greens),Vegetables,4 tsp,39.51,0.97,0.0,6.75,30.67,1,0,0,0,0,0.5,Duplicate
2436,Pigeon,Protein,Palm-sized portion,101.11,22.05,3.38,0.0,117.94,0,0,0,0,0,0.5,Duplicate
2437,Turnip,Vegetables,1 cup sliced,67.98,2.15,0.51,6.75,38.43,0,0,0,0,0,0.5,Duplicate
2438,Canned Sweetened Condensed Milk,Dairy,2 tbsp,38.57,2.93,3.36,20.62,125.46,1,0,0,0,0,0.75,Duplicate
2439,Oatmeal Bread,Grains,1 small slice,26.38,2.25,1.23,12.89,69.69,1,1,0,1,0,0.75,Duplicate
2440,Broccoli,Vegetables,1 cup,93.37,2.54,0.3,5.89,37.32,0,0,0,0,0,1.0,Duplicate
2441,Green Peas,Vegetables,1 cup,158.94,8.72,0.4,24.25,136.1,1,0,0,0,0,0.0,Duplicate
2442,Dried Apple,Fruits,1 slice,96.35,0.89,0.3,64.11,263.85,0,1,0,1,1,0.0,Duplicate
2443,Dried Pear,Fruits,10 halves,171.07,3.23,1.09,118.44,494.95,0,1,0,1,1,0.5,Duplicate
2444,Brown Sugar,Grains,1 tsp,3.02,0.0,0.0,2.96,10.78,1,1,0,1,0,0.25,Duplicate
2445,Potato,Vegetables,1 medium one,211.39,4.27,0.2,36.73,164.54,0,0,0,0,0,0.0,Duplicate
2446,Sweetened Corn Flakes,Grains,1 cup,39.03,2.05,0.52,34.54,149.95,1,1,0,1,0,0.5,Duplicate
2447,Boiled Egg,Protein,1 egg,50.13,6.47,5.15,0.6,75.25,1,0,0,0,0,0.75,Duplicate
2448,Blackberries,Fruits,1 cup,144.56,2.03,0.7,13.88,68.03,0,1,0,1,1,1.0,Duplicate
2449,Cheese Croissant,Grains,1 medium piece,56.5,5.36,12.22,27.46,243.04,1,1,1,1,0,0.5,Duplicate
2450,Yogurt,Dairy,1/3 cup,98.31,3.22,2.68,5.4,60.07,1,0,0,0,0,0.5,Duplicate
2451,Blackberries,Fruits,1 cup,145.16,2.05,0.68,13.89,70.65,0,1,0,1,1,0.25,Duplicate
2452,Grilled Yanam Fish,Protein,Palm-sized portion,98.59,26.44,5.61,0.0,155.7,0,0,0,0,1,0.25,Duplicate
2453,Corn Oil,Fats and Oils,1 tsp,13.72,0.0,13.3,0.0,120.26,0,0,0,0,0,1.0,Duplicate
2454,Fat-Free Fruit Yogurt,Dairy,1 cup,227.88,9.99,0.51,44.16,219.32,1,0,0,0,0,0.75,Duplicate
2455,Vegetable Salad,Vegetables,1 cup,102.84,0.93,1.9,4.42,39.19,0,0,1,0,0,0.5,Duplicate
2456,Canned Olive,Vegetables,1 piece,8.48,0.08,0.58,0.48,6.14,0,0,0,0,0,0.5,Duplicate
2457,Strawberry,Fruits,1 cup,146.49,1.01,0.39,11.1,51.76,0,1,0,1,1,1.0,Duplicate
2458,Fat-Free Fruit Yogurt,Dairy,1 cup,226.46,9.84,0.5,43.49,215.98,1,0,0,0,0,0.25,Duplicate
2459,White Bread Roll,Grains,1 medium roll,27.55,0.0,0.0,0.0,1.24,1,1,1,1,0,0.25,Duplicate
2460,Margarine (Unsalted),Fats and Oils,1 tsp,4.76,0.02,3.87,0.02,35.17,1,0,0,0,0,0.5,Duplicate
2461,Peach,Fruits,1 medium one,145.89,1.38,0.4,14.72,67.81,0,1,0,1,1,0.5,Duplicate
2462,Rice (cooked),Grains,1 cup,153.55,4.23,0.45,44.23,197.6,1,1,0,1,0,0.75,Duplicate
2463,White Bread,Grains,1/4 loaf,25.55,1.93,0.8,12.87,67.4,1,1,0,1,0,0.0,Duplicate
2464,Dried Egg,Protein,1 tsp,4.88,2.45,2.26,0.1,30.24,1,0,0,0,0,0.5,Duplicate
2465,Beans (General),Vegetables,1 cup,172.38,14.96,0.9,39.33,226.6,0,0,0,0,0,0.0,Duplicate
2466,Purslane,Vegetables,1 cup,42.35,0.6,0.0,1.46,8.11,0,0,0,0,0,0.75,Duplicate
2467,Grape Leaves,Vegetables,1 cup,14.37,0.82,0.3,2.45,14.68,0,0,0,0,0,0.0,Duplicate
2468,Goat's Milk,Dairy,1 cup,240.79,8.79,10.18,10.77,169.44,0,0,0,0,0,0.5,Duplicate
